source target T0 T1 T2 T3 T4
0 12 3    
0 18 2    4
0 29 1    
0 62 1    
0 91 2    
1 4 1    
1 7 3 2   
1 14 1    
1 81 1    
2 25 2    2
2 33 2    
2 62 3    
2 80 2    
3 9 2  3  
3 17 3   2 
3 24 1    
3 33 2  1 1 
3 39 2    
3 41 2    
3 59 1    
4 1 1    
4 9 1 1 1  
4 48 1    
4 60 1   4 
4 75 3    
4 83 2    2
4 84 2    2
4 96 2    
4 97 2    2
5 20 1    
5 34 2    1
5 46 1    2
5 66 3  2  
5 69 2    
5 72 1    
5 95 1 2 4  
5 98 1    
6 35 2   1 
6 63 1    
6 75 1    
6 85 3    
7 1 3 2   
7 25 5    
7 53 4    
7 70 2    
7 83 2    
8 11 2  3  
8 16 1    
8 35 4    
8 52 2    
8 69 1    
8 98 1    
9 3 2  3  
9 4 1 1 1  
9 13 1    
9 17 1    
9 23 1    
9 27 2 2   
9 34 3    
9 43 1    
9 47 1    
9 55 1  1  
9 69 1    
9 84 1 1   
9 96 1    
10 56 3    
10 79 1    
11 8 2  3  
11 26 2    
11 34 2    
11 64 1    
11 69 1    
12 0 3    
12 24 2 1   
12 26 1    
12 27 2    2
12 30 1 4   
12 70 2    
12 75 1    
12 77 1    
12 83 1    
12 84 1    
12 99 1   1 
13 9 1    
13 14 1    
13 70 1   1 
13 75 2    
13 97 1    
14 1 1    
14 13 1    
14 21 1    
14 24 1  3  
14 50 1    
14 68 1    
14 84 2    
14 91 1    
15 51 2    
15 64 1    
15 74 1    1
15 91 2    
16 8 1    
16 17 1    
16 18 2    
16 27 1    3
16 28 1 1   
16 30 2   1 
16 78 1 2   
16 93 2    1
16 98 1    
16 99 2    
17 3 3   2 
17 9 1    
17 16 1    
17 63 2    
17 72 1   1 
17 74 1    
17 79 1    
17 82 2    
17 90 1    
17 97 1    
18 0 2    4
18 16 2    
18 45 2    
18 63 3    
18 93 3    
19 55 1    
19 74 1    
19 86 2 1   
19 94 2   1 
19 97 2  1  
19 98 1    
20 5 1    
20 43 1    
20 50 1    
20 65 1    
20 72 2    
20 97 2    
20 98 1    
21 14 1    
21 26 1    
21 27 1    
21 35 1    
21 81 2    
22 68 1    
22 97 1   3 
23 9 1    
23 27 1    
23 56 3    
23 73 2    
24 3 1    
24 12 2 1   
24 14 1  3  
24 38 2    
24 65 1    
24 67 1    
24 76 2   1 
24 79 1    
24 86 1    
25 2 2    2
25 7 5    
25 33 4    
25 37 2    2
25 43 1    
25 58 2    
26 11 2    
26 12 1    
26 21 1    
26 40 1    
26 68 2    
26 71 1    
26 81 1    
26 85 1    
26 86 1    
26 91 1    
27 9 2 2   
27 12 2    2
27 16 1    3
27 21 1    
27 23 1    
27 41 1  1  
27 46 2   1 
27 62 1  2  
28 16 1 1   
28 57 2    
28 91 1    
29 0 1    
29 71 1    
29 85 1 2   
29 90 1    
30 12 1 4   
30 16 2   1 
30 89 3    
31 44 2   1 2
31 76 1    
31 84 1    
32 83 1 2   
32 84 1    
32 90 1    
32 97 3    
32 99 1    
33 2 2    
33 3 2  1 1 
33 25 4    
33 34 3   1 
33 43 1 2   
33 73 1    
33 78 1    
33 98 1    
34 5 2    1
34 9 3    
34 11 2    
34 33 3   1 
34 45 2    
34 65 1    
35 6 2   1 
35 8 4    
35 21 1    
35 84 3    
36 42 1    
36 51 1    
36 71 2  1 1 
36 73 1    
37 25 2    2
37 61 5    1
37 64 1    2
37 77 3    
38 24 2    
38 43 1    
38 48 1    
38 51 4    
38 64 1    
39 3 2    
39 56 2    3
39 73 1    
40 26 1    
40 51 5    
40 57 1    
40 59 2  2  
40 64 2    
40 71 1    
40 99 2    
41 3 2    
41 27 1  1  
41 70 1    
41 72 2    
41 73 1    
41 84 3    
41 88 1    
41 93 1 2   
42 36 1    
42 45 2    3
42 66 2    
42 74 1    
42 75 1    
43 9 1    
43 20 1    
43 25 1    
43 33 1 2   
43 38 1    
43 56 1    
43 77 1    
44 31 2   1 2
44 97 1    
45 18 2    
45 34 2    
45 42 2    3
45 75 1 3   
45 86 1    
45 88 1    
45 92 3    
46 5 1    2
46 27 2   1 
46 74 1    
46 77 1    
46 78 1    
46 90 1    
47 9 1    
47 49 2    
47 60 3    
47 64 1 1   
47 66 2    
47 68 2    
48 4 1    
48 38 1    
48 58 5    
48 86 2    
48 96 2    
49 47 2    
49 54 1    
49 87 1    
49 92 1    
50 14 1    
50 20 1    
50 55 2    
50 58 2    3
50 60 3  1  
50 61 2    
50 63 1    
50 88 1    
50 98 2    
51 15 2    
51 36 1    
51 38 4    
51 40 5    
51 82 1    
51 90 1    
52 8 2    
52 91 1    
52 97 2    
53 7 4    
53 81 1    
53 96 1    3
54 49 1    
54 63 1    
54 66 1    
55 9 1  1  
55 19 1    
55 50 2    
55 71 1    
55 96 1   1 
56 10 3    
56 23 3    
56 39 2    3
56 43 1    
56 63 1    
56 70 1    
56 78 1    
56 93 1    
56 96 2    
57 28 2    
57 40 1    
57 88 2    
58 25 2    
58 48 5    
58 50 2    3
58 68 1    
58 74 1    
58 81 1    
58 84 1    
58 95 1 2  1 
59 3 1    
59 40 2  2  
59 72 3    
59 83 2    
59 86 1 3   
59 91 2    
59 93 2    
59 98 1    
60 4 1   4 
60 47 3    
60 50 3  1  
60 66 1    
61 37 5    1
61 50 2    
61 96 1    
62 0 1    
62 2 3    
62 27 1  2  
62 75 3    
62 85 2 1   
62 87 2    1
63 6 1    
63 17 2    
63 18 3    
63 50 1    
63 54 1    
63 56 1    
63 65 1    
63 72 1    
63 75 3    
63 94 1    
64 11 1    
64 15 1    
64 37 1    2
64 38 1    
64 40 2    
64 47 1 1   
64 71 1  1  
64 91 2    
65 20 1    
65 24 1    
65 34 1    
65 63 1    
65 66 2    
65 92 3    3
66 5 3  2  
66 42 2    
66 47 2    
66 54 1    
66 60 1    
66 65 2    
66 95 3  1  
67 24 1    
67 84 2    
67 87 2    
67 93 1   1 
67 94 3   3 
67 95 1    
68 14 1    
68 22 1    
68 26 2    
68 47 2    
68 58 1    
68 78 1    
68 83 2    
68 86 3    
68 91 1 1   
68 97 3  3  
69 5 2    
69 8 1    
69 9 1    
69 11 1    
69 80 1    
69 97 1    
70 7 2    
70 12 2    
70 13 1   1 
70 41 1    
70 56 1    
70 72 1    
70 89 1    
71 26 1    
71 29 1    
71 36 2  1 1 
71 40 1    
71 55 1    
71 64 1  1  
71 87 3    
71 94 3    
72 5 1    
72 17 1   1 
72 20 2    
72 41 2    
72 59 3    
72 63 1    
72 70 1    
72 76 2    
72 86 5  1  
73 23 2    
73 33 1    
73 36 1    
73 39 1    
73 41 1    
73 86 2    
73 88 1    
74 15 1    1
74 17 1    
74 19 1    
74 42 1    
74 46 1    
74 58 1    
74 81 2    
75 4 3    
75 6 1    
75 12 1    
75 13 2    
75 42 1    
75 45 1 3   
75 62 3    
75 63 3    
75 94 3 5  1 
75 97 2    
76 24 2   1 
76 31 1    
76 72 2    
76 82 2  1  
76 92 1   1 
77 12 1    
77 37 3    
77 43 1    
77 46 1    
78 16 1 2   
78 33 1    
78 46 1    
78 56 1    
78 68 1    
78 96 1  1  2
79 10 1    
79 17 1    
79 24 1    
79 80 1    
79 99 3    
80 2 2    
80 69 1    
80 79 1    
80 97 1   3 1
81 1 1    
81 21 2    
81 26 1    
81 53 1    
81 58 1    
81 74 2    
82 17 2    
82 51 1    
82 76 2  1  
82 91 2    
83 4 2    2
83 7 2    
83 12 1    
83 32 1 2   
83 59 2    
83 68 2    
