source target T0 T1 T2 T3 T4
0 7 2    
0 13 2    
0 35 1    
0 54 3   3 
0 65 2   2 
0 86 1    
0 93 1    
0 95 1   1 
1 13 1    
1 21 2    
1 22 1    
1 48 1    2
1 56 2    
1 62 1    
1 97 2    
2 10 3    
2 26 2  2  
2 40 2   3 
2 51 2    
2 63 1  3  
3 32 1  3  
3 33 2 1   3
3 35 1    
3 36 1    
3 40 1    
3 52 1  2  
3 59 1   2 
3 82 4  1  
4 12 1    
4 50 1    
4 52 2   1 
4 79 1  1  
5 11 2  1  
5 19 1    
5 46 1  2  
5 61 1    
5 68 1    
5 77 1  2  
5 87 1    
6 12 1    
6 13 1    
6 17 1    
6 48 1    
6 70 1    
6 80 2    
7 0 2    
7 54 1    
7 66 1    
7 81 1    
7 83 2    
8 17 1   3 
8 24 3    4
8 34 1 3   
8 46 2    
8 49 1    
8 51 1   2 
8 57 1    
8 77 1    
8 92 1    
9 19 1  5  
9 23 1    2
9 62 1    
9 71 1    
9 75 1    
9 81 5    
9 86 1    
9 90 2    
9 93 2    
10 2 3    
10 12 2    
10 41 1  1  
10 46 2    1
10 52 1 1   
10 55 1    
10 56 1    
10 61 2    
10 80 1    
11 5 2  1  
11 21 2    1
11 29 1    
11 30 1    
11 65 2 3   
11 92 1 1   
12 4 1    
12 6 1    
12 10 2    
12 22 3  1  
12 41 1    
12 62 1    
12 81 2    
12 88 2  1 1 
13 0 2    
13 1 1    
13 6 1    
13 15 1    
13 18 1 1   
13 35 1    
13 47 2    
13 48 1    
13 76 1    
13 91 4    
13 93 2    
13 95 2  7  3
14 18 1    
14 19 3    
14 38 4    
14 69 1    
14 72 1    
14 74 1  1  2
15 13 1    
15 24 1    
15 46 3    
15 78 1    
15 86 1    
15 94 2    
16 26 2    
16 36 1    
16 49 2    1
16 50 1    
16 72 1    
16 89 2    
17 6 1    
17 8 1   3 
17 48 1    
17 73 4 1   
17 89 2    
18 13 1 1   
18 14 1    
18 49 1    
18 80 4 1   
18 84 1    
18 93 2    
19 5 1    
19 9 1  5  
19 14 3    
19 28 1    
19 29 3    
19 30 3 2 2  
19 38 1    
19 49 1    
19 51 1    
19 59 2    
19 62 2    
19 82 1    
19 94 1    1
20 45 1    
20 48 2    
20 75 3    
20 80 3    
20 83 1    
21 1 2    
21 11 2    1
21 52 2    
21 90 2    1
21 94 2    
22 1 1    
22 12 3  1  
22 39 3    
22 60 1    
22 61 2    
22 80 2    
22 95 1    
22 96 3    
22 99 1    
23 9 1    2
23 25 2   1 
23 73 2    
23 77 1    
23 82 3    
23 87 3  3  
24 8 3    4
24 15 1    
24 58 1    
24 68 1    1
24 76 1    
24 82 3    
24 93 4  1  
25 23 2   1 
25 63 1   3 
25 74 1 3  2 
25 95 2    
26 2 2  2  
26 16 2    
26 71 1  1  
26 94 1    
27 30 1    
27 50 1    
27 62 1    
27 97 1    
28 19 1    
28 35 2    
28 53 1    
28 85 1    
28 88 1  1  
29 11 1    
29 19 3    
29 62 1    
29 76 1    
29 81 1    
30 11 1    
30 19 3 2 2  
30 27 1    
30 32 1    
30 34 2    
30 44 1  1  
30 52 1    
30 57 1    
30 73 2    
30 94 1    
31 47 1    
31 52 1    3
31 93 2   1 
32 3 1  3  
32 30 1    
32 49 1    
32 50 1 1  1 1
32 62 1    
32 70 1    
32 86 1  2  
33 3 2 1   3
33 40 2    
33 42 4    1
33 64 1    
33 85 2   1 
34 8 1 3   
34 30 2    
34 35 2    
34 65 1    
34 74 1    
35 0 1    
35 3 1    
35 13 1    
35 28 2    
35 34 2    
35 36 1 1   
35 71 1 1   
35 84 2    
35 92 2    
36 3 1    
36 16 1    
36 35 1 1   
36 41 1    
36 50 1    
36 51 2   3 
36 52 1    
36 66 3 1   
36 91 2    
37 38 2    
37 41 2  1  
37 44 1    
37 45 1    
37 54 4  5  2
37 59 2    
37 84 2    
37 92 1    
38 14 4    
38 19 1    
38 37 2    
38 48 1  1  
38 50 1    
38 68 3    
38 84 1    
38 85 4  1  
38 87 1    
38 94 3   2 
38 98 3    
38 99 2    2
39 22 3    
40 2 2   3 
40 3 1    
40 33 2    
40 42 1 2   
40 72 1    
40 87 1   1 
41 10 1  1  
41 12 1    
41 36 1    
41 37 2  1  
41 45 2  2  
41 47 2    
41 68 1    
41 75 3    1
42 33 4    1
42 40 1 2   
42 47 1    
43 51 2    
43 52 1    
43 58 1    1
43 64 1   1 
43 72 1    
43 92 2    
44 30 1  1  
44 37 1    
44 45 1    
44 60 2    
44 61 2    2
44 69 2    
45 20 1    
45 37 1    
45 41 2  2  
45 44 1    
45 49 1    
45 70 1 1   
46 5 1  2  
46 8 2    
46 10 2    1
46 15 3    
46 47 2    
46 64 4  1  
46 74 1    
46 87 3    
46 92 2    
47 13 2    
47 31 1    
47 41 2    
47 42 1    
47 46 2    
47 68 1    2
47 80 3    
47 88 1    
47 89 1    
47 92 1    
47 94 2    
48 1 1    2
48 6 1    
48 13 1    
48 17 1    
48 20 2    
48 38 1  1  
48 54 3    1
48 75 2    
48 86 1    
49 8 1    
49 16 2    1
49 18 1    
49 19 1    
49 32 1    
49 45 1    
49 60 4 2   
49 92 1    
50 4 1    
50 16 1    
50 27 1    
50 32 1 1  1 1
50 36 1    
50 38 1    
50 65 1   1 
50 74 3    
51 2 2    
51 8 1   2 
51 19 1    
51 36 2   3 
51 43 2    
51 64 2    
51 73 1    
51 82 2    
51 84 1    
51 94 1    
51 98 1    
52 3 1  2  
52 4 2   1 
52 10 1 1   
52 21 2    
52 30 1    
52 31 1    3
52 36 1    
52 43 1    
52 53 2    
52 54 1   1 
52 77 1    
52 89 3   2 
53 28 1    
53 52 2    
53 71 2    
53 79 2    1
53 98 1    
54 0 3   3 
54 7 1    
54 37 4  5  2
54 48 3    1
54 52 1   1 
54 56 2 1   
54 68 3  1  
54 74 1    
54 89 1    
55 10 1    
55 60 2    
55 81 1 2 2  
55 91 1    
55 94 1    
56 1 2    
56 10 1    
56 54 2 1   
56 64 3    
56 66 1    
56 75 1    
56 79 2  3  
57 8 1    
57 30 1    
58 24 1    
58 43 1    1
58 67 1 3   
58 89 2    
58 96 1    
59 3 1   2 
59 19 2    
59 37 2    
59 64 1    
59 93 1    
60 22 1    
60 44 2    
60 49 4 2   
60 55 2    
61 5 1    
61 10 2    
61 22 2    
61 44 2    2
62 1 1    
62 9 1    
62 12 1    
62 19 2    
62 27 1    
62 29 1    
62 32 1    
62 70 1    
62 85 1    
63 2 1  3  
63 25 1   3 
63 66 1    
64 33 1    
64 43 1   1 
64 46 4  1  
64 51 2    
64 56 3    
64 59 1    
64 69 2    
64 74 2    
64 75 1    
65 0 2   2 
