source target T0 T1 T2 T3 T4
0 4 1 1   1
0 10 1    
0 25 4 1   
0 29 3    
0 43 3    
0 49 2  1  
0 51 1    
0 87 1    1
1 12 1    
1 25 1    
1 29 3    
1 39 1    
1 48 2    
1 58 1    
1 68 1    
1 78 1    
1 85 1    
2 21 1    
2 31 3    
2 35 4    
2 47 1    
2 64 1    
2 84 1    
2 91 2    
3 13 5    
3 20 1    
3 21 1    
3 23 1  1  
3 24 1  1  3
3 25 2    
3 31 2    
3 32 1    
3 38 3    
3 51 1    
3 55 2    
3 60 1   3 
3 61 1    2
3 63 1    
3 73 3    
3 79 1    
3 96 1 4   4
4 0 1 1   1
4 14 5    
4 17 1    
4 19 2    
4 22 1 2   
4 28 1    
4 52 1    
4 79 1    
5 7 3    
5 33 3    
5 42 1    
5 43 1    
5 55 1 3 1  
5 67 1    
5 73 2   4 
5 86 1    1
5 98 1    
5 99 2 1   
6 15 1    
6 24 4  1  1
6 25 3    
6 29 1    
6 30 2 1   
6 57 3    
6 63 1  2 2 
6 68 2    
6 84 1  1  
6 97 2    
7 5 3    
7 15 1    
7 20 2    
7 27 2    
7 28 3    
7 65 1    
7 67 2    
7 88 1 1   
7 99 1    
8 14 2    
8 17 3    
8 20 1    
8 36 1    
8 39 1    
8 44 3    
8 65 1    
8 78 2  1  
8 87 1    
9 12 1    
9 21 2    
9 25 1    
9 42 2    
9 54 1    
9 62 2  1  
9 73 3    
9 92 2    
9 93 1  1  
10 0 1    
10 11 4   1 
10 24 1 2  1 
10 28 1    
10 31 2   4 
10 36 1    
10 38 2    
10 44 1   1 
10 47 3    
10 49 3    
10 54 1    
10 75 2 1   
10 78 1    
11 10 4   1 
11 16 2    
11 30 1    
11 40 1    
11 54 1  2  
11 67 1    1
11 68 2    
11 81 1 2   
11 86 1   3 1
11 89 1    
12 1 1    
12 9 1    
12 18 1    
12 50 2    1
12 57 1 3   
12 58 1    
12 70 1   1 
12 72 2    
12 94 1    
12 97 1    
13 3 5    
13 26 1    
13 31 3  1  
13 49 1    1
13 80 1   1 
13 91 1  1  1
13 97 1  1  
14 4 5    
14 8 2    
14 25 1  1  
14 36 2 1   4
14 39 3    
14 48 2    
14 49 1    
14 57 1    
14 86 1    
14 89 1    
14 94 1 1   
14 97 1  1  1
15 6 1    
15 7 1    
15 21 3    
15 23 3    
15 24 3  1  
15 27 3 4   
15 47 1    
15 52 2    
15 60 1    
15 65 1 1   1
15 72 2    
15 76 2    1
15 80 2 2 1  
15 84 1    
15 85 1    
15 86 2  4 1 3
16 11 2    
16 17 2  1  
16 22 1    
16 72 3  1 2 1
16 80 3   2 
16 82 1    
16 85 1    
16 89 1    
16 90 1    
16 91 1    
16 93 1    
17 4 1    
17 8 3    
17 16 2  1  
17 24 2    
17 36 1    
17 50 1    
17 68 1    
17 78 1 2   
17 83 3 1   
17 92 2    
18 12 1    
18 19 2 2  2 
18 21 2    
18 25 1    
18 27 1    
18 30 1 4   
18 36 2    
18 53 1  1 2 
18 66 3  2  
18 69 2    
18 87 2    2
18 97 1    
19 4 2    
19 18 2 2  2 
19 28 2 2  1 
19 37 1    
19 44 1    
19 52 1    
19 61 2    
19 62 1    
19 67 1    1
19 77 1    
19 80 2    
19 96 1    
20 3 1    
20 7 2    
20 8 1    
20 22 2    
20 27 2    
20 29 3 1 1  
20 33 1  1  1
20 39 3    
20 41 1    
20 50 1    
20 72 1    4
20 83 1    
20 84 1    
