source target T0 T1 T2 T3 T4 T5 T6 T7 T8 T9
0 9 2         
0 15 4         
0 25 4         1
0 49 1         
0 56 1 2   1     
0 69 3         
0 82 2         
1 29 3   4      
1 38 2         
1 39 1   3     1 
1 43 2       2 1 
1 78 2         2
1 93 1       1  
1 98 1   1  1    
2 21 1         
2 54 1         
2 74 1         
3 9 1         
3 11 2         
3 30 1   2      
3 57 2         
3 71 1         
4 28 2         
4 40 2       2  
4 50 2         2
4 51 1   1  2    
4 69 1         
4 70 2   1 1     1
4 80 3         
4 97 2  1       
5 11 3         
5 19 1  3   1    
5 24 1         
5 72 1         
6 8 4   3      
6 16 2         
6 17 2         
6 67 2         
6 81 1         
7 52 1         
7 54 1         
7 67 1 1  3    2  
7 81 2         
7 82 1         
7 87 1         
7 89 5   3      
8 6 4   3      
8 11 2         
8 15 4         
8 47 1  2       
8 65 1         
8 85 3         
8 87 1 1     1   
9 0 2         
9 3 1         
9 22 1    3   2  
9 34 1     2    
9 48 1         
9 62 1         
9 84 2         
10 14 1         
10 63 2         
11 3 2         
11 5 3         
11 8 2         
11 12 3      1   
11 13 2         
11 20 4         
11 21 3         
11 25 1  3       1
11 41 2   1      
11 50 2        1 
11 81 1         
11 88 2         
12 11 3      1   
12 18 2   1      
12 19 1         
12 58 2         
12 97 1         
13 11 2         
13 23 2   4      
13 27 1 1     1   
13 29 1         
13 34 2         1
13 35 1         
13 44 1         
13 57 1      2   
13 70 1         
13 75 1         
13 81 2         
14 10 1         
14 17 2         
14 18 4         
14 22 3         
14 23 3      1   
14 27 1         
14 76 1         
14 85 2     2 1   
14 99 1         
15 0 4         
15 8 4         
15 39 1         
15 47 3         
15 63 2    1     
15 65 1         
15 68 2         1
15 78 1         
15 84 1      1   
16 6 2         
16 28 1         
16 43 1 2        
16 47 1         
16 51 1 1 3    2   
16 85 1         
17 6 2         
17 14 2         
17 31 1      1   
17 40 1         
17 70 2         
17 72 2         
17 89 1         
18 12 2   1      
18 14 4         
18 22 1         
18 29 2         
18 32 1     1  3  
18 40 1 4 2    2   
18 41 2  3       
18 47 4         
18 65 1    1     
19 5 1  3   1    
19 12 1         
19 60 1      1  1 
19 83 3         
19 87 1         
19 94 1   1      
20 11 4         
20 22 1 3    2    1
20 24 2        2 
20 35 1         
20 72 1 2  2      
20 79 2         
20 95 1         
21 2 1         
21 11 3         
21 49 1         
21 54 1         
21 77 1    1     
21 83 1       2  
21 88 2         
21 89 2         
21 90 1  1    2   
21 95 1         
22 9 1    3   2  
22 14 3         
22 18 1         
22 20 1 3    2    1
22 32 2         
22 41 1    3     1
22 43 2  1       1
22 48 1         
22 53 1 1  1      
22 55 3         
22 56 1   1  4   3 
22 74 1         
23 13 2   4      
23 14 3      1   
23 46 3         
23 54 1    1     
23 80 1         
24 5 1         
24 20 2        2 
24 26 2    1 4    1
24 28 1 2        
24 39 1         3
24 41 1         
24 60 3       1  
24 71 2         
24 87 1         
25 0 4         1
25 11 1  3       1
25 30 2    1    2 2
25 59 1   1      
25 68 1         
25 86 1 1  1 1     
25 90 1         
26 24 2    1 4    1
26 33 1       1  
26 35 2         
26 38 1         
26 61 1      1   
26 72 1         
26 80 2         
26 88 1   1    1  
27 13 1 1     1   
27 14 1         
27 37 1      2   
27 81 2         
28 4 2         
28 16 1         
28 24 1 2        
28 29 3         
28 39 1         
28 54 1         
28 62 3         
28 69 4 4        
28 78 1   2      
28 90 2   1      
29 1 3   4      
29 13 1         
29 18 2         
29 28 3         
29 33 4         
29 34 2         
29 38 1         
29 42 2      1  1 
29 55 1         2
29 61 1         
29 62 1  2       
29 72 2  2     1  
29 73 2   1     1 
29 78 1 1        
29 86 2      1   
30 3 1   2      
30 25 2    1    2 2
30 33 2         
30 50 1 1       2 
30 92 2        1 
31 17 1      1   
31 35 3 2        
31 56 2         
31 74 3  1     1  
31 96 1         
32 18 1     1  3  
32 22 2         
32 62 1       1  
32 97 3 1    1  1  
33 26 1       1  
33 29 4         
33 30 2         
33 41 1         
33 43 3         
33 44 1         
33 87 1         
34 9 1     2    
34 13 2         1
34 29 2         
34 47 1 1   1     
35 13 1         
35 20 1         
35 26 2         
35 31 3 2        
35 47 2         4
35 56 4         
35 60 2    1     
35 64 1         
35 65 3 2        
35 71 1 1        
35 78 2    2     
35 80 1         
36 52 1  1   2    
36 61 1  1       1
36 66 3         
36 97 1       1  
37 27 1      2   
37 40 1         
37 59 1         
37 77 1        2 
37 81 2         
37 87 2  1       
37 90 2         
37 96 1        1 
38 1 2         
38 26 1         
38 29 1         
38 49 5  1       1
38 52 2     2    1
38 70 1 1 3       3
38 87 1   1      
38 89 2         
38 93 1         
39 1 1   3     1 
39 15 1         
39 24 1         3
39 28 1         
39 42 2         
40 4 2       2  
40 17 1         
40 18 1 4 2    2   
40 37 1         
40 65 1 1        
40 68 1    1     
40 71 1         
40 89 1         
41 11 2   1      
41 18 2  3       
41 22 1    3     1
41 24 1         
41 33 1         
41 43 1         1
42 29 2      1  1 
42 39 2         
42 46 1     3    3
42 92 1       4  
43 1 2       2 1 
43 16 1 2        
43 22 2  1       1
43 33 3         
43 41 1         1
43 47 2         
43 74 1         
43 83 1         
44 13 1         
44 33 1         
44 63 1         
44 67 1   2      
44 85 1         
45 50 1     1    
45 63 3      1 1  
45 94 2   2   1   
46 23 3         
46 42 1     3    3
46 52 2         
46 81 2         
46 83 2         
47 8 1  2       
47 15 3         
47 16 1         
47 18 4         
47 34 1 1   1     
47 35 2         4
47 43 2         
47 49 5         
47 70 2         
47 72 2         
47 82 2         
47 84 1 1        
47 91 1  1       
47 95 1        1 
48 9 1         
48 22 1         
48 49 3 2        
48 50 1         1
48 68 1    1     
49 0 1         
49 21 1         
49 38 5  1       1
49 47 5         
49 48 3 2        
49 65 1         
49 69 3        1 
49 98 2         
50 4 2         2
50 11 2        1 
50 30 1 1       2 
50 45 1     1    
50 48 1         1
50 91 1 2  2      
51 4 1   1  2    
51 16 1 1 3    2   
51 62 1        1 
52 7 1         
52 36 1  1   2    
52 38 2     2    1
52 46 2         
52 58 1         
52 90 1 1        
53 22 1 1  1      
53 57 1         
53 59 2         
53 69 1   1      
53 94 2  3       
54 2 1         
54 7 1         
54 21 1         
54 23 1    1     
54 28 1         
54 60 2         
54 63 1      3   
54 89 2         
54 91 1         
55 22 3         
55 29 1         2
55 57 1         
55 73 1         
55 74 2   1      
55 85 2      2   
55 93 2         
56 0 1 2   1     
56 22 1   1  4   3 
56 31 2         
56 35 4         
56 65 1         
56 87 1         
57 3 2         
57 13 1      2   
57 53 1         
57 55 1         
57 63 3         
57 67 1    1     
57 89 1    1     
58 12 2         
58 52 1         
58 60 6    1     
58 96 1         
59 25 1   1      
59 37 1         
59 53 2         
59 70 3         
59 86 1         1
59 95 1         
60 19 1      1  1 
60 24 3       1  
60 35 2    1     
60 54 2         
60 58 6    1     
60 62 1        1 
60 90 1         
61 26 1      1   
61 29 1         
61 36 1  1       1
61 80 1         
61 83 1         
61 89 1         
61 94 1     1    
61 99 3         1
62 9 1         
62 28 3         
62 29 1  2       
62 32 1       1  
62 51 1        1 
62 60 1        1 
62 63 1         
63 10 2         
63 15 2    1     
63 44 1         
63 45 3      1 1  
63 54 1      3   
63 57 3         
63 62 1         
64 35 1         
64 72 1   1      
64 73 1       2  
